COUNTRY,CODE_TIME,TIME,YEAR,MONTH,MONTH_NAME,PRODUCT,VALUE,DISPLAY_ORDER,yearToDate,previousYearToDate,share,date
United Kingdom,JUN2010,June 2010,2010,6,June,Wind,466.798,2,10285.999,,0.018062464976738,2010-06-01
United Kingdom,JUN2010,June 2010,2010,6,June,Solar,5.639,3,40.0,,0.0002181976786614,2010-06-01
United Kingdom,JUN2010,June 2010,2010,6,June,Geothermal,0.0,4,0.0,,0.0,2010-06-01
United Kingdom,JUN2010,June 2010,2010,6,June,Other renewables,0.167,5,2.004,,6.461963528368291e-06,2010-06-01
United States,JUN2010,June 2010,2010,6,June,Hydro,32751.209,1,284270.0,,0.0860695029335937,2010-06-01
United States,JUN2010,June 2010,2010,6,June,Wind,7992.904,2,94651.999,,0.0210051871451808,2010-06-01
United States,JUN2010,June 2010,2010,6,June,Solar,579.643,3,3847.998,,0.0015232898696636,2010-06-01
United States,JUN2010,June 2010,2010,6,June,Geothermal,1256.62,4,15219.001,,0.0033023714873063,2010-06-01
Australia,JUL2010,July 2010,2010,7,July,Hydro,1504.626,1,16471.891,,0.0711651543662634,2010-07-01
Australia,JUL2010,July 2010,2010,7,July,Wind,320.106,2,4940.909,,0.0151402361142018,2010-07-01
Australia,JUL2010,July 2010,2010,7,July,Solar,64.998,3,908.238,,0.0030742474897405,2010-07-01
Australia,JUL2010,July 2010,2010,7,July,Geothermal,0.083,4,0.996,,3.92569835454117e-06,2010-07-01
Austria,JUL2010,July 2010,2010,7,July,Hydro,4022.923,1,39502.566,,0.6913704727084746,2010-07-01
Austria,JUL2010,July 2010,2010,7,July,Wind,141.633,2,1961.814,,0.0243407279137879,2010-07-01
Austria,JUL2010,July 2010,2010,7,July,Solar,10.122,3,84.421,,0.0017395440889013,2010-07-01
Austria,JUL2010,July 2010,2010,7,July,Geothermal,0.111,4,1.332,,1.9076209629326903e-05,2010-07-01
Belgium,JUL2010,July 2010,2010,7,July,Hydro,122.22,1,1645.999,,0.0165946528612334,2010-07-01
Belgium,JUL2010,July 2010,2010,7,July,Wind,63.034,2,1286.0,,0.0085585611884715,2010-07-01
Belgium,JUL2010,July 2010,2010,7,July,Solar,90.876,3,560.0,,0.0123388616709004,2010-07-01
Canada,JUL2010,July 2010,2010,7,July,Hydro,26557.129,1,347981.0,,0.5671708127291674,2010-07-01
Canada,JUL2010,July 2010,2010,7,July,Wind,554.551,2,8637.002,,0.0118433412500941,2010-07-01
Canada,JUL2010,July 2010,2010,7,July,Solar,35.355,3,253.0,,0.000755063699997,2010-07-01
Canada,JUL2010,July 2010,2010,7,July,Other renewables,2.501,5,28.0,,5.341293490857568e-05,2010-07-01
Chile,JUL2010,July 2010,2010,7,July,Hydro,1754.004,1,21641.001,,0.3381052194922418,2010-07-01
Chile,JUL2010,July 2010,2010,7,July,Wind,24.16,2,332.001,,0.0046571285486991,2010-07-01
Czech Republic,JUL2010,July 2010,2010,7,July,Hydro,224.0,1,3366.0,,0.035548259698446,2010-07-01
Czech Republic,JUL2010,July 2010,2010,7,July,Wind,16.946,2,334.999,,0.0026892893252226,2010-07-01
Czech Republic,JUL2010,July 2010,2010,7,July,Solar,86.371,3,612.002,,0.0137068693679217,2010-07-01
Denmark,JUL2010,July 2010,2010,7,July,Hydro,1.05,1,21.0,,0.0005522911931646,2010-07-01
Denmark,JUL2010,July 2010,2010,7,July,Wind,420.946,2,7808.998,,0.2214140653313142,2010-07-01
Denmark,JUL2010,July 2010,2010,7,July,Solar,0.88,3,6.0,,0.0004628726190332,2010-07-01
Estonia,JUL2010,July 2010,2010,7,July,Hydro,0.946,1,27.0,,0.001072979628132,2010-07-01
Estonia,JUL2010,July 2010,2010,7,July,Wind,14.349,2,277.002,,0.016275036663918,2010-07-01
Finland,JUL2010,July 2010,2010,7,July,Hydro,994.283,1,12743.0,,0.2119796224894546,2010-07-01
Finland,JUL2010,July 2010,2010,7,July,Wind,23.078,2,293.998,,0.0049201944796518,2010-07-01
Finland,JUL2010,July 2010,2010,7,July,Solar,0.823,3,4.74,,0.0001754623475497,2010-07-01
France,JUL2010,July 2010,2010,7,July,Hydro,5349.945,1,66698.555,,0.1312556825401233,2010-07-01
France,JUL2010,July 2010,2010,7,July,Wind,506.126,2,9945.0,,0.0124173077632204,2010-07-01
France,JUL2010,July 2010,2010,7,July,Solar,90.92,3,620.001,,0.0022306335217554,2010-07-01
France,JUL2010,July 2010,2010,7,July,Other renewables,39.167,5,470.004,,0.0009609241437153,2010-07-01
Germany,JUL2010,July 2010,2010,7,July,Hydro,2454.337,1,26969.001,,0.0541466251649546,2010-07-01
Germany,JUL2010,July 2010,2010,7,July,Wind,1765.105,2,37793.002,,0.0389410577324089,2010-07-01
Germany,JUL2010,July 2010,2010,7,July,Solar,1568.688,3,11728.998,,0.0346077825240634,2010-07-01
Germany,JUL2010,July 2010,2010,7,July,Geothermal,1.302,4,20.0,,2.872421593480071e-05,2010-07-01
Greece,JUL2010,July 2010,2010,7,July,Hydro,559.931,1,7456.001,,0.1039817474688931,2010-07-01
Greece,JUL2010,July 2010,2010,7,July,Wind,189.396,2,2714.001,,0.0351717033770562,2010-07-01
Greece,JUL2010,July 2010,2010,7,July,Solar,13.167,3,158.004,,0.0024451721174982,2010-07-01
Hungary,JUL2010,July 2010,2010,7,July,Hydro,15.333,1,184.0,,0.006149535626438,2010-07-01
Hungary,JUL2010,July 2010,2010,7,July,Wind,39.15,2,522.998,,0.0157017100225037,2010-07-01
Hungary,JUL2010,July 2010,2010,7,July,Solar,0.118,3,0.851,,4.732571603206758e-05,2010-07-01
IEA Total,JUL2010,July 2010,2010,7,July,Hydro,118529.726,1,1375803.121,,0.1278332624874283,2010-07-01
IEA Total,JUL2010,July 2010,2010,7,July,Wind,16982.228,2,265953.423,,0.0183151828896099,2010-07-01
IEA Total,JUL2010,July 2010,2010,7,July,Solar,3623.503,3,30612.62,,0.0039079159781655,2010-07-01
IEA Total,JUL2010,July 2010,2010,7,July,Geothermal,2971.241,4,35313.812,,0.0032044571727636,2010-07-01
IEA Total,JUL2010,July 2010,2010,7,July,Other renewables,41.835,5,500.008,,4.511867796067937e-05,2010-07-01
Iceland,JUL2010,July 2010,2010,7,July,Hydro,991.55,1,12509.999,,0.7391094013105765,2010-07-01
Iceland,JUL2010,July 2010,2010,7,July,Geothermal,349.831,4,4234.0,,0.2607668609448644,2010-07-01
Ireland,JUL2010,July 2010,2010,7,July,Hydro,22.025,1,768.031,,0.0105172580923197,2010-07-01
Ireland,JUL2010,July 2010,2010,7,July,Wind,267.544,2,2814.658,,0.1277561543269742,2010-07-01
Ireland,JUL2010,July 2010,2010,7,July,Solar,0.062,3,0.476,,2.9605902461921797e-05,2010-07-01
Italy,JUL2010,July 2010,2010,7,July,Hydro,5382.651,1,53795.241,,0.1939368310065109,2010-07-01
Italy,JUL2010,July 2010,2010,7,July,Wind,417.034,2,9048.0,,0.0150257284713367,2010-07-01
Italy,JUL2010,July 2010,2010,7,July,Solar,255.333,3,1874.003,,0.0091996439805191,2010-07-01
Italy,JUL2010,July 2010,2010,7,July,Geothermal,409.18,4,5045.999,,0.0147427489746677,2010-07-01
Japan,JUL2010,July 2010,2010,7,July,Hydro,11308.833,1,94649.965,,0.1097463836096552,2010-07-01
Japan,JUL2010,July 2010,2010,7,July,Wind,68.148,2,3418.734,,0.0006613411437087,2010-07-01
Japan,JUL2010,July 2010,2010,7,July,Solar,25.022,3,1582.15,,0.0002428255869266,2010-07-01
Japan,JUL2010,July 2010,2010,7,July,Geothermal,196.783,4,2456.759,,0.0019096773827908,2010-07-01
Korea,JUL2010,July 2010,2010,7,July,Hydro,503.654,1,6406.001,,0.0122157208590854,2010-07-01
Korea,JUL2010,July 2010,2010,7,July,Wind,68.083,2,816.996,,0.0016512981595482,2010-07-01
Korea,JUL2010,July 2010,2010,7,July,Solar,60.71,3,772.001,,0.0014724720013244,2010-07-01
Latvia,JUL2010,July 2010,2010,7,July,Hydro,152.131,1,3487.998,,0.6733814032338739,2010-07-01
Latvia,JUL2010,July 2010,2010,7,July,Wind,2.072,2,48.703,,0.0091713475064292,2010-07-01
Latvia,JUL2010,July 2010,2010,7,July,Solar,0.0,3,0.0,,0.0,2010-07-01
Lithuania,JUL2010,July 2010,2010,7,July,Hydro,74.741,1,1274.999,,0.2325272455192282,2010-07-01
Lithuania,JUL2010,July 2010,2010,7,July,Wind,18.583,2,222.996,,0.0578137006928435,2010-07-01
Luxembourg,JUL2010,July 2010,2010,7,July,Hydro,87.253,1,1457.23,,0.2463764842084457,2010-07-01
Luxembourg,JUL2010,July 2010,2010,7,July,Wind,4.581,2,55.086,,0.0129353795761623,2010-07-01
Luxembourg,JUL2010,July 2010,2010,7,July,Solar,2.712,3,21.147,,0.0076578802467915,2010-07-01
Luxembourg,JUL2010,July 2010,2010,7,July,Geothermal,0.0,4,0.0,,0.0,2010-07-01
Mexico,JUL2010,July 2010,2010,7,July,Hydro,3868.07,1,36790.001,,0.1630169044796386,2010-07-01
Mexico,JUL2010,July 2010,2010,7,July,Wind,103.06,2,1236.72,,0.0043433862819627,2010-07-01
Mexico,JUL2010,July 2010,2010,7,July,Solar,2.622,3,30.999,,0.0001105022203697,2010-07-01
Mexico,JUL2010,July 2010,2010,7,July,Geothermal,521.917,4,6294.0,,0.0219957999041639,2010-07-01
Netherlands,JUL2010,July 2010,2010,7,July,Hydro,2.0,1,105.0,,0.0002609528772599,2010-07-01
Netherlands,JUL2010,July 2010,2010,7,July,Wind,155.751,2,3993.137,,0.0203218357930534,2010-07-01
Netherlands,JUL2010,July 2010,2010,7,July,Solar,5.828,3,55.871,,0.0007604166843353,2010-07-01
Netherlands,JUL2010,July 2010,2010,7,July,Geothermal,0.0,4,0.0,,0.0,2010-07-01
New Zealand,JUL2010,July 2010,2010,7,July,Hydro,2143.908,1,24479.241,,0.5295910586174264,2010-07-01
New Zealand,JUL2010,July 2010,2010,7,July,Wind,109.487,2,1620.804,,0.0270456270674143,2010-07-01
New Zealand,JUL2010,July 2010,2010,7,July,Solar,0.236,3,3.79,,5.8297039720786814e-05,2010-07-01
New Zealand,JUL2010,July 2010,2010,7,July,Geothermal,514.932,4,5534.723,,0.1271992002436618,2010-07-01
Norway,JUL2010,July 2010,2010,7,July,Hydro,7264.83,1,116670.001,,0.9240498472006804,2010-07-01
Norway,JUL2010,July 2010,2010,7,July,Wind,62.997,2,878.998,,0.0080129016403826,2010-07-01
OECD Americas,JUL2010,July 2010,2010,7,July,Hydro,59392.66,1,690682.002,,0.1212358312453051,2010-07-01
OECD Americas,JUL2010,July 2010,2010,7,July,Wind,7312.698,2,104857.722,,0.0149271142372791,2010-07-01
OECD Americas,JUL2010,July 2010,2010,7,July,Solar,575.713,3,4131.997,,0.0011751796284882,2010-07-01
OECD Americas,JUL2010,July 2010,2010,7,July,Geothermal,1788.277,4,21513.001,,0.0036503374085595,2010-07-01
OECD Americas,JUL2010,July 2010,2010,7,July,Other renewables,2.501,5,28.0,,5.105190000658469e-06,2010-07-01
OECD Asia Oceania,JUL2010,July 2010,2010,7,July,Hydro,15461.021,1,142007.098,,0.0912337055619404,2010-07-01
OECD Asia Oceania,JUL2010,July 2010,2010,7,July,Wind,565.824,2,10797.443,,0.00333886230514,2010-07-01
OECD Asia Oceania,JUL2010,July 2010,2010,7,July,Solar,150.966,3,3266.179,,0.0008908329918097,2010-07-01
OECD Asia Oceania,JUL2010,July 2010,2010,7,July,Geothermal,711.798,4,7992.478,,0.004200238079463,2010-07-01
OECD Europe,JUL2010,July 2010,2010,7,July,Hydro,46862.897,1,585389.018,,0.1699280205325918,2010-07-01
OECD Europe,JUL2010,July 2010,2010,7,July,Wind,9129.938,2,150678.962,,0.0331057700492842,2010-07-01
OECD Europe,JUL2010,July 2010,2010,7,July,Solar,2898.774,3,23227.303,,0.010511149743716,2010-07-01
OECD Europe,JUL2010,July 2010,2010,7,July,Geothermal,820.997,4,10042.333,,0.0029769904125473,2010-07-01
OECD Europe,JUL2010,July 2010,2010,7,July,Other renewables,39.334,5,472.008,,0.0001426277329723,2010-07-01
OECD Total,JUL2010,July 2010,2010,7,July,Hydro,121716.578,1,1418078.118,,0.1301585866135547,2010-07-01
OECD Total,JUL2010,July 2010,2010,7,July,Wind,17008.46,2,266334.127,,0.0181881313987744,2010-07-01
OECD Total,JUL2010,July 2010,2010,7,July,Solar,3625.453,3,30625.479,,0.0038769068771706,2010-07-01
OECD Total,JUL2010,July 2010,2010,7,July,Geothermal,3321.072,4,39547.812,,0.0035514146442882,2010-07-01
OECD Total,JUL2010,July 2010,2010,7,July,Other renewables,41.835,5,500.008,,4.473658856050045e-05,2010-07-01
Poland,JUL2010,July 2010,2010,7,July,Hydro,279.048,1,3460.0,,0.024859751422085,2010-07-01
Poland,JUL2010,July 2010,2010,7,July,Wind,84.472,2,1664.001,,0.0075254182869125,2010-07-01
Poland,JUL2010,July 2010,2010,7,July,Solar,0.0,3,0.0,,0.0,2010-07-01
Poland,JUL2010,July 2010,2010,7,July,Geothermal,0.0,4,0.0,,0.0,2010-07-01
Portugal,JUL2010,July 2010,2010,7,July,Hydro,787.2,1,16345.394,,0.1782016304362589,2010-07-01
Portugal,JUL2010,July 2010,2010,7,July,Wind,591.982,2,9099.577,,0.134009346530637,2010-07-01
Portugal,JUL2010,July 2010,2010,7,July,Solar,26.26,3,211.33,,0.0059445818283233,2010-07-01
Portugal,JUL2010,July 2010,2010,7,July,Geothermal,14.5,4,174.0,,0.0032824233248548,2010-07-01
Republic of Turkiye,JUL2010,July 2010,2010,7,July,Hydro,4545.878,1,51423.001,,0.2412613392157532,2010-07-01
Republic of Turkiye,JUL2010,July 2010,2010,7,July,Wind,299.557,2,2908.0,,0.0158982539767792,2010-07-01
Republic of Turkiye,JUL2010,July 2010,2010,7,July,Solar,0.0,3,0.0,,0.0,2010-07-01
Republic of Turkiye,JUL2010,July 2010,2010,7,July,Geothermal,46.073,4,567.002,,0.0024452116140572,2010-07-01
Republic of Turkiye,JUL2010,July 2010,2010,7,July,Other renewables,0.0,5,0.0,,0.0,2010-07-01
Slovak Republic,JUL2010,July 2010,2010,7,July,Hydro,456.655,1,5578.003,,0.2553483329148868,2010-07-01
Slovak Republic,JUL2010,July 2010,2010,7,July,Wind,0.5,2,6.0,,0.0002795856093931,2010-07-01
Slovak Republic,JUL2010,July 2010,2010,7,July,Solar,2.056,3,17.0,,0.0011496560258247,2010-07-01
Slovenia,JUL2010,July 2010,2010,7,July,Hydro,289.167,1,4635.999,,0.2484118127627112,2010-07-01
Slovenia,JUL2010,July 2010,2010,7,July,Wind,0.0,2,0.0,,0.0,2010-07-01
Slovenia,JUL2010,July 2010,2010,7,July,Solar,1.95,3,12.859,,0.0016751670657,2010-07-01
Spain,JUL2010,July 2010,2010,7,July,Hydro,3089.616,1,44728.0,,0.1182947722297568,2010-07-01
Spain,JUL2010,July 2010,2010,7,July,Wind,2889.187,2,43191.999,,0.1106207755572778,2010-07-01
Spain,JUL2010,July 2010,2010,7,July,Solar,723.649,3,7117.0,,0.0277069686424757,2010-07-01
Sweden,JUL2010,July 2010,2010,7,July,Hydro,4969.421,1,66381.998,,0.4685905003658637,2010-07-01
Sweden,JUL2010,July 2010,2010,7,July,Wind,240.967,2,3487.0,,0.0227219322133627,2010-07-01
Sweden,JUL2010,July 2010,2010,7,July,Solar,1.108,3,8.6,,0.0001044786252574,2010-07-01
Switzerland,JUL2010,July 2010,2010,7,July,Hydro,4226.097,1,37450.0,,0.6348084555266498,2010-07-01
Switzerland,JUL2010,July 2010,2010,7,July,Wind,3.083,2,36.996,,0.0004631021172464,2010-07-01
Switzerland,JUL2010,July 2010,2010,7,July,Solar,13.469,3,94.0,,0.0020231989676262,2010-07-01
Switzerland,JUL2010,July 2010,2010,7,July,Geothermal,0.0,4,0.0,,0.0,2010-07-01
United Kingdom,JUL2010,July 2010,2010,7,July,Hydro,497.666,1,6705.002,,0.0188355119035359,2010-07-01
United Kingdom,JUL2010,July 2010,2010,7,July,Wind,911.865,2,10285.999,,0.0345119900935924,2010-07-01
United Kingdom,JUL2010,July 2010,2010,7,July,Solar,4.382,3,40.0,,0.0001658486076229,2010-07-01
United Kingdom,JUL2010,July 2010,2010,7,July,Geothermal,0.0,4,0.0,,0.0,2010-07-01
United Kingdom,JUL2010,July 2010,2010,7,July,Other renewables,0.167,5,2.004,,6.320565374951266e-06,2010-07-01
United States,JUL2010,July 2010,2010,7,July,Hydro,27213.457,1,284270.0,,0.0657085491039277,2010-07-01
United States,JUL2010,July 2010,2010,7,July,Wind,6630.927,2,94651.999,,0.0160107770352021,2010-07-01
United States,JUL2010,July 2010,2010,7,July,Solar,537.736,3,3847.998,,0.0012983963177096,2010-07-01
United States,JUL2010,July 2010,2010,7,July,Geothermal,1266.36,4,15219.001,,0.0030577033356419,2010-07-01
Australia,AUG2010,August 2010,2010,8,August,Hydro,1671.956,1,16471.891,,0.0792178603450919,2010-08-01
Australia,AUG2010,August 2010,2010,8,August,Wind,574.758,2,4940.909,,0.0272322351642174,2010-08-01
Australia,AUG2010,August 2010,2010,8,August,Solar,84.458,3,908.238,,0.0040016495942631,2010-08-01
Australia,AUG2010,August 2010,2010,8,August,Geothermal,0.083,4,0.996,,3.932569044067327e-06,2010-08-01
Austria,AUG2010,August 2010,2010,8,August,Hydro,4334.195,1,39502.566,,0.7386308540550525,2010-08-01
Austria,AUG2010,August 2010,2010,8,August,Wind,144.504,2,1961.814,,0.0246262830662605,2010-08-01
Austria,AUG2010,August 2010,2010,8,August,Solar,9.73,3,84.421,,0.0016581806333023,2010-08-01
Austria,AUG2010,August 2010,2010,8,August,Geothermal,0.111,4,1.332,,1.891655193181452e-05,2010-08-01
Belgium,AUG2010,August 2010,2010,8,August,Hydro,133.696,1,1645.999,,0.0175697877868843,2010-08-01
Belgium,AUG2010,August 2010,2010,8,August,Wind,106.566,2,1286.0,,0.0140044728735124,2010-08-01
Belgium,AUG2010,August 2010,2010,8,August,Solar,49.148,3,560.0,,0.006458831454567,2010-08-01
Canada,AUG2010,August 2010,2010,8,August,Hydro,24640.318,1,347981.0,,0.5458619226856378,2010-08-01
Canada,AUG2010,August 2010,2010,8,August,Wind,513.62,2,8637.002,,0.0113783272086747,2010-08-01
Canada,AUG2010,August 2010,2010,8,August,Solar,33.648,3,253.0,,0.0007454109145233,2010-08-01
Canada,AUG2010,August 2010,2010,8,August,Other renewables,2.666,5,28.0,,5.9060434442441474e-05,2010-08-01
Chile,AUG2010,August 2010,2010,8,August,Hydro,1498.787,1,21641.001,,0.2905757299692845,2010-08-01
Chile,AUG2010,August 2010,2010,8,August,Wind,20.083,2,332.001,,0.0038935701904094,2010-08-01
Czech Republic,AUG2010,August 2010,2010,8,August,Hydro,349.7,1,3366.0,,0.0621666232608411,2010-08-01
Czech Republic,AUG2010,August 2010,2010,8,August,Wind,26.571,2,334.999,,0.0047235611857701,2010-08-01
Czech Republic,AUG2010,August 2010,2010,8,August,Solar,86.771,3,612.002,,0.0154253933856632,2010-08-01
Denmark,AUG2010,August 2010,2010,8,August,Hydro,1.05,1,21.0,,0.0005218908353484,2010-08-01
Denmark,AUG2010,August 2010,2010,8,August,Wind,538.931,2,7808.998,,0.2678696664620523,2010-08-01
Denmark,AUG2010,August 2010,2010,8,August,Solar,0.665,3,6.0,,0.0003305308623873,2010-08-01
Estonia,AUG2010,August 2010,2010,8,August,Hydro,0.735,1,27.0,,0.0008810667740729,2010-08-01
Estonia,AUG2010,August 2010,2010,8,August,Wind,17.503,2,277.002,,0.0209813765259836,2010-08-01
Finland,AUG2010,August 2010,2010,8,August,Hydro,947.364,1,12743.0,,0.2024048074784517,2010-08-01
Finland,AUG2010,August 2010,2010,8,August,Wind,17.058,2,293.998,,0.0036444505026235,2010-08-01
Finland,AUG2010,August 2010,2010,8,August,Solar,0.597,3,4.74,,0.0001275493580763,2010-08-01
France,AUG2010,August 2010,2010,8,August,Hydro,4275.599,1,66698.555,,0.1088975253823671,2010-08-01
France,AUG2010,August 2010,2010,8,August,Wind,705.829,2,9945.0,,0.0179771375760708,2010-08-01
France,AUG2010,August 2010,2010,8,August,Solar,68.674,3,620.001,,0.0017490949591177,2010-08-01
France,AUG2010,August 2010,2010,8,August,Other renewables,39.167,5,470.004,,0.0009975653415231,2010-08-01
Germany,AUG2010,August 2010,2010,8,August,Hydro,2746.425,1,26969.001,,0.0618594352630032,2010-08-01
Germany,AUG2010,August 2010,2010,8,August,Wind,2982.452,2,37793.002,,0.0671756179101976,2010-08-01
Germany,AUG2010,August 2010,2010,8,August,Solar,1211.967,3,11728.998,,0.0272978851333629,2010-08-01
Germany,AUG2010,August 2010,2010,8,August,Geothermal,1.434,4,20.0,,3.22988722310446e-05,2010-08-01
Greece,AUG2010,August 2010,2010,8,August,Hydro,420.061,1,7456.001,,0.0780934505283834,2010-08-01
Greece,AUG2010,August 2010,2010,8,August,Wind,199.357,2,2714.001,,0.037062417165571,2010-08-01
Greece,AUG2010,August 2010,2010,8,August,Solar,13.167,3,158.004,,0.0024478741494859,2010-08-01
Hungary,AUG2010,August 2010,2010,8,August,Hydro,20.125,1,184.0,,0.0075939470299082,2010-08-01
Hungary,AUG2010,August 2010,2010,8,August,Wind,24.092,2,522.998,,0.0090908507748844,2010-08-01
Hungary,AUG2010,August 2010,2010,8,August,Solar,0.113,3,0.851,,4.2639305062342056e-05,2010-08-01
IEA Total,AUG2010,August 2010,2010,8,August,Hydro,109443.251,1,1375803.121,,0.1185827422917501,2010-08-01
IEA Total,AUG2010,August 2010,2010,8,August,Wind,18889.284,2,265953.423,,0.0204667083276581,2010-08-01
IEA Total,AUG2010,August 2010,2010,8,August,Solar,3331.495,3,30612.62,,0.003609704659004,2010-08-01
IEA Total,AUG2010,August 2010,2010,8,August,Geothermal,2970.587,4,35313.812,,0.0032186576098349,2010-08-01
IEA Total,AUG2010,August 2010,2010,8,August,Other renewables,42.0,5,500.008,,4.550737602132732e-05,2010-08-01
Iceland,AUG2010,August 2010,2010,8,August,Hydro,1011.4,1,12509.999,,0.7444680152573986,2010-08-01
Iceland,AUG2010,August 2010,2010,8,August,Geothermal,346.987,4,4234.0,,0.2554090599269517,2010-08-01
Ireland,AUG2010,August 2010,2010,8,August,Hydro,14.364,1,768.031,,0.0070887545230044,2010-08-01
Ireland,AUG2010,August 2010,2010,8,August,Wind,206.899,2,2814.658,,0.1021063925128855,2010-08-01
Ireland,AUG2010,August 2010,2010,8,August,Solar,0.056,3,0.476,,2.763646987526082e-05,2010-08-01
Italy,AUG2010,August 2010,2010,8,August,Hydro,4298.027,1,53795.241,,0.1909833157259197,2010-08-01
Italy,AUG2010,August 2010,2010,8,August,Wind,509.948,2,9048.0,,0.0226595970401771,2010-08-01
Italy,AUG2010,August 2010,2010,8,August,Solar,256.504,3,1874.003,,0.0113977842430867,2010-08-01
Italy,AUG2010,August 2010,2010,8,August,Geothermal,398.148,4,5045.999,,0.0176917513988729,2010-08-01
Japan,AUG2010,August 2010,2010,8,August,Hydro,9285.094,1,94649.965,,0.0835296071811021,2010-08-01
Japan,AUG2010,August 2010,2010,8,August,Wind,53.115,2,3418.734,,0.0004778276973204,2010-08-01
Japan,AUG2010,August 2010,2010,8,August,Solar,28.932,3,1582.15,,0.0002602750812176,2010-08-01
Japan,AUG2010,August 2010,2010,8,August,Geothermal,206.074,4,2456.759,,0.0018538617132188,2010-08-01
Korea,AUG2010,August 2010,2010,8,August,Hydro,773.786,1,6406.001,,0.0182833266559469,2010-08-01
Korea,AUG2010,August 2010,2010,8,August,Wind,68.083,2,816.996,,0.0016086924921319,2010-08-01
Korea,AUG2010,August 2010,2010,8,August,Solar,61.601,3,772.001,,0.0014555331904854,2010-08-01
Latvia,AUG2010,August 2010,2010,8,August,Hydro,93.08,1,3487.998,,0.3102945931800528,2010-08-01
Latvia,AUG2010,August 2010,2010,8,August,Wind,3.109,2,48.703,,0.0103642661172838,2010-08-01
Latvia,AUG2010,August 2010,2010,8,August,Solar,0.0,3,0.0,,0.0,2010-08-01
Lithuania,AUG2010,August 2010,2010,8,August,Hydro,63.31,1,1274.999,,0.1954820820956815,2010-08-01
Lithuania,AUG2010,August 2010,2010,8,August,Wind,18.583,2,222.996,,0.0573786689556791,2010-08-01
Luxembourg,AUG2010,August 2010,2010,8,August,Hydro,84.137,1,1457.23,,0.257416200604555,2010-08-01
Luxembourg,AUG2010,August 2010,2010,8,August,Wind,3.911,2,55.086,,0.0119656602988508,2010-08-01
Luxembourg,AUG2010,August 2010,2010,8,August,Solar,2.488,3,21.147,,0.0076120078812428,2010-08-01
Luxembourg,AUG2010,August 2010,2010,8,August,Geothermal,0.0,4,0.0,,0.0,2010-08-01
Mexico,AUG2010,August 2010,2010,8,August,Hydro,5148.114,1,36790.001,,0.2093897680221804,2010-08-01
Mexico,AUG2010,August 2010,2010,8,August,Wind,103.06,2,1236.72,,0.0041917699360126,2010-08-01
Mexico,AUG2010,August 2010,2010,8,August,Solar,2.798,3,30.999,,0.0001138033405876,2010-08-01
Mexico,AUG2010,August 2010,2010,8,August,Geothermal,529.166,4,6294.0,,0.0215228229183007,2010-08-01
Netherlands,AUG2010,August 2010,2010,8,August,Hydro,8.0,1,105.0,,0.0010195962577248,2010-08-01
Netherlands,AUG2010,August 2010,2010,8,August,Wind,380.331,2,3993.137,,0.0484730080370949,2010-08-01
Netherlands,AUG2010,August 2010,2010,8,August,Solar,7.3,3,55.871,,0.0009303815851739,2010-08-01
Netherlands,AUG2010,August 2010,2010,8,August,Geothermal,0.0,4,0.0,,0.0,2010-08-01
New Zealand,AUG2010,August 2010,2010,8,August,Hydro,2229.043,1,24479.241,,0.5630130543765653,2010-08-01
New Zealand,AUG2010,August 2010,2010,8,August,Wind,107.63,2,1620.804,,0.0271852517167904,2010-08-01
New Zealand,AUG2010,August 2010,2010,8,August,Solar,0.256,3,3.79,,6.466063773574612e-05,2010-08-01
New Zealand,AUG2010,August 2010,2010,8,August,Geothermal,494.021,4,5534.723,,0.1247801285736368,2010-08-01
Norway,AUG2010,August 2010,2010,8,August,Hydro,7334.464,1,116670.001,,0.9456733796117518,2010-08-01
Norway,AUG2010,August 2010,2010,8,August,Wind,55.122,2,878.998,,0.0071071871142811,2010-08-01
OECD Americas,AUG2010,August 2010,2010,8,August,Hydro,53943.065,1,690682.002,,0.1106941380883032,2010-08-01
OECD Americas,AUG2010,August 2010,2010,8,August,Wind,7249.992,2,104857.722,,0.0148773825808209,2010-08-01
OECD Americas,AUG2010,August 2010,2010,8,August,Solar,548.214,3,4131.997,,0.0011249652984668,2010-08-01
OECD Americas,AUG2010,August 2010,2010,8,August,Geothermal,1810.494,4,21513.001,,0.0037152333269168,2010-08-01
OECD Americas,AUG2010,August 2010,2010,8,August,Other renewables,2.666,5,28.0,,5.470778720923932e-06,2010-08-01
OECD Asia Oceania,AUG2010,August 2010,2010,8,August,Hydro,13959.879,1,142007.098,,0.078186372073396,2010-08-01
OECD Asia Oceania,AUG2010,August 2010,2010,8,August,Wind,803.586,2,10797.443,,0.0045007176630235,2010-08-01
OECD Asia Oceania,AUG2010,August 2010,2010,8,August,Solar,175.247,3,3266.179,,0.0009815219133881,2010-08-01
OECD Asia Oceania,AUG2010,August 2010,2010,8,August,Geothermal,700.178,4,7992.478,,0.0039215510124125,2010-08-01
OECD Europe,AUG2010,August 2010,2010,8,August,Hydro,44484.563,1,585389.018,,0.1677992323965022,2010-08-01
OECD Europe,AUG2010,August 2010,2010,8,August,Wind,10858.898,2,150678.962,,0.040960608044456,2010-08-01
OECD Europe,AUG2010,August 2010,2010,8,August,Solar,2609.704,3,23227.303,,0.009844006514846,2010-08-01
